Unlabeled Text,ID,Section,Beni,Me,Vaibhav,Sodiq,Michael,User 6,User 7 ,User 8,Mode,Agreement,,,Fleiss's Kappa ,
"I don't want to, but if you can't help me, I will have to talk with your commander. I noticed you pointing at the containers of supplies earlier. Is that the problem?",3PEIJLRY6TTAVAB659YGSF085ILWX9,9,,2,2,3,,,,,2,0.1666666667,3,,,
"Commander, I understand your concerns, but I think it would be beneficial to both of our teams if we could cooperate and I'm certain your commander would feel the same way if I discussed this with him.  If supplies are your concern, let's formulate a plan to be sure both of our platoons are well equipped.",3A9AA95ATWMB9IUVNH1Q821SJM55PA,9,,1,1,1,,,,,1,1,3,,,
I'd like to solve this problem between the two of us. It is imperative  we work together on this. Do those supplies over there have anything to do with the issue at hand?,35BLDD71I6XMLGBGGHH53YX569AVZO,9,,2,1,2,,,,,2,0.3333333333,3,,,
If you refuse to speak to my commander there will be a bad outcome,3F6KKYWMNB16AAXBM86H2PKPWOTNDV,9,,3,3,3,,,,,3,-0.5,3,,,
Is it possible to discuss everything between the two of us without going to a higher ranked officer? You can have confidence that we will try to do what's best with the limited supplies we have.,37M28K1J0QDCTD3EN0NNJHV221ZJAT,9,,2,2,1,,,,,2,0.3333333333,3,,,
I will have to ask your commander about what is wrong with the supplies.,3NLZY2D53PPABJYVFHWMPWNZA8VLQ9,9,,3,3,3,,,,,3,-0.5,3,,,
"We really need your help on this one. If you can help us in this time of need, you will be repaid two-fold after our mission is complete. I don't want to have to go above you on this one, but we are truly desperate.",38F5OAUN5NCYJ5AQSX8IXDDXO1QH7W,9,,1,1,3,,,,,1,0.1666666667,3,,,
Chain of Command will be called if you do not cooperate with me on this issue.,34J10VATJFY8LIQPUEZ9XGV7T4SIQJ,9,,3,3,3,,,,,3,-0.5,3,,,
"Sir, my men really need your help in order to accomplish this mission. If you aren't willing sir, than with all due respect I will have to go to a higher-ranking officer.",3G5W44VEU7I8EOMZRLF9GI6IFLDKG6,9,,3,3,3,,,,,3,-0.5,3,,,
"My job is to make sure we have your help. I hope you and I can work this out, but if not, I will have to go above your head.",3EF8EXOTT1VGZPQERHUU8G2ZY7PJ11,9,,3,3,3,,,,,3,-0.5,3,,,
Your commander committed help and we will like to inform him that his words are being kept,3PWWM24LHSYY4TCRJHXHO93QA2928H,9,,3,3,3,,,,,3,-0.5,3,,,
"I need to talk to your superior if you are not going to help. I noticed he was pointing towards the barrels, tell me is that the cause of the problem.",3YDTZAI2WXGQW77TOA7Q2EDGGAT41P,9,,2,2,3,,,,,2,0.1666666667,3,,,
"sir, if you refuse to help, i will be forced to speak with your commander. also, did you have any questions about the supplies?",3VW6495TLJ03KKWGP626WQSXIW3YY4,9,,2,2,3,,,,,2,0.1666666667,3,,,
I will be meeting with your commander later.,3S4AW7T80BI3MEBXHKP9MTMUEG14LY,9,,3,3,3,,,,,3,-0.5,3,,,
"Hey, come over here for a second. Let's take a look at these supplies. Does everything look alright? Let's work this out without anyone else getting involved. What do you say?",3YMTUJH0DSGR5RJ2QTR08KWB8TO4T2,9,,2,1,2,,,,,2,0.3333333333,3,,,
I would like to speak with your commander about this,3VZLGYJEYLAEP5GBGWINRJUQMKGXZR,9,,3,3,3,,,,,3,-0.5,3,,,
"If you do not agree to help, I would then have to find your commander and talk to him which would be even more of a hassle. Furthermore, I noticed that you were pointing to that box of supplies over there. The plane that is carrying the equipment for you is delayed and that is why I need your help.",32EYX73OY09D6A0P1ADNL9TNJLMRU6,9,,2,2,3,,,,,2,0.1666666667,3,,,
"Captain, I have commitments here. I need to get an answer, if you do not have the authority to resolve this wth me, I need to go higher. I am simply asking out of courtesy, but will do what i need out of necessity.",37UQDCYH6XV3165AXMPMCE46WGX7V8,9,,3,3,3,,,,,3,-0.5,3,,,
"Is there something I should know? I want to work with you but if I don't get any answers, I will go to your commander.",3BDCF01OGXUJKLPH6RDG2IQ19H3LY3,9,,3,3,2,,,,,3,-0.3333333333,3,,,
"I WOULD TRY TO EXPLAIN TO HIM THAT IT IS IN HIS BEST INTEREST TO WORK WITH ME RATHER THAN AGAINST ME.  BUT THAT I WOULD DEFNITELY CONTACT HIS SUPERIOR IF THAT WAS NEEDED.  I WOULD ASK HIM WHAT I COULD DO TO HELP HIM BE ABLE TO HELP ME, SHOULD I CALL SOMEONE ABOUT THE SHIPMENT, SHOULD WE WAIT ON THE PLANES TO ARRIVE, COULD WE WORK SOMETHING OUT WITH THE SUPPLIES THAT THEY ALREADY HAD.  I WOULD TRY TO SHOW HIM THAT I WAS WILLING TO HELP OUT AND BE PART OF THE SOLUTION.  HOWEVER, IF HE STILL REFUSED, THEN I WOULD CONTACT THE NEXT HIGHER UP OFFICIAL THAT I NEEDED TO.",3H7XDTSHKCRZ9OGGGZYC4T0D2SAWG2,9,e,e,e,e,,,,,#N/A,-0.5,4,,,
Is there any way you could help even though your equipment has not arrived?  I don't want to have to go over your head.  Is there something wrong with the supplies you were pointing to earlier?,34YB12FSQYO34CM2CXSPVVYM4Q7MGC,9,,2,2,2,,,,,2,1,3,,,
Let's discussed the supplies you have pointed out and get this situation resolved so we don't have to escalate this problem to superiors.,3FK0YFF9PZG5CW66FKS2ISK9IY2VVM,9,,2,2,1,,,,,2,0.3333333333,3,,,
"Sir, I have to talk to your commander in charge if you cannot offer assistance. There is a miscommunication between parties and the supplies have been causing the problem.",30BXRYBRP4XD9KBR05GUPTCEHSNWH1,9,,3,2,3,,,,,3,-0.3333333333,3,,,
Sir I would believe it would be in the best interest for us to resolve this issue among ourselves rather than having further delay with the mission we are trying to accomplish. I am sure that we are more than capable of resolving this between us,3URFVVM165IM81MGBR707CVMS27UZ4,9,,1,1,2,,,,,1,0.3333333333,3,,,
"I noticed that when you were talking to your commander, you were pointing at the container of supplies. Does that have anything to do with why you say you can't help? If you refuse to help, I'm going to have to speak with your commander.",3VSOLARPKB9N3GRKS9H07F3T0M093X,9,,2,2,2,,,,,2,1,3,,,
I understand your predicament and i would much rather us working out this situation together rather my having to approach your commander.  I notice you were looking at the supplies; is there any way i can be of assistance in helping you solve any issues you are having regarding those containers of supplies?,379J5II41OGLEG8Q6Q1MVFYLR53ELM,9,,2,1,1,,,,,1,0.3333333333,3,,,
"I think we need to work together to benefit these people in need,  and your superiors will appreciate your actions.",3LYA37P8IQNCN7EOBZNVF7FLZ8IKBM,9,,1,2,3,,,,,#N/A,-0.1666666667,3,,,
"Judging from your conversation with your commander, I believe there has been some problems related to your teams supplies, so, i suggest you help me or else i have to talk to your commander about your coordination.",3IGI0VL647KXE7O0CHKXDJWO021NOT,9,,3,3,3,,,,,3,-0.5,3,,,
"You need to understand the importance of this situation, and your help is imperative. I understand that you were talking to your commander about the containers of supplies, and I am wondering who I need to speak to make this happen. I would appreciate your help now, so that I do not need to investigate this any further.",33M4IA01QG15NEUK6FOA5GSRD35XR6,9,,2,1,2,,,,,2,0.3333333333,3,,,
Commander it is critial that get the team engaged to help. I need you to motivate your team a show that you are capable of solving this problem without going up the ranks.,3WYP994K17R110MAJN7EDZ84JMF6YH,9,,1,2,3,,,,,#N/A,-0.1666666667,3,,,
"Yes sir, I understand that it is out of your control so I will set up a meeting with your commander and mine to discuss supplies. But i would rather avoid getting the higher ups involved, so lets work this out at our level. Is there a work around for the equipment?",37W3JXSD668ZVF1GA5KIBT7H7OBWYB,9,,1,1,1,,,,,1,1,3,,,
"It would be in both of our best interest to deal with this among ourselves, I will have to talk to your commander otherwise which may not be best for you. Are the containers of supplies causing any delays?",3R8YZBNQ9HIBWY9TBNVC6R5YFOK7QG,9,,1,1,2,,,,,1,0.3333333333,3,,,
I saw you pointing at the containers of supplies and wondered if this might have something to do with the problem; I'd like to bring the commander into this conversation.,3QECW5O0KH191AN24YAADC2P8PR5TG,9,,2,2,3,,,,,2,0.1666666667,3,,,
"If there is disagreement, I must speak to the commander.",3VD82FOHKQOEN3R9NRBJX82C1YMOCB,9,,3,e,3,,,,,3,-0.5,3,,,
"Hey, let's get the stuff we have unloaded so we both look good for your boss.",3QY5DC2MXRKG3KVGAFDT4KF4GX3UF6,9,,2,2,3,,,,,2,0.1666666667,3,,,
I would call my higher ranked officer and explained to them the situation at hand and tell them that they have to call the Chinese army platoon higher ranked commander.,3EJPLAJKEMG16QWFF99XR6H6PGR6ZG,9,,e,,e,,,,,#N/A,-0.5,2,,,
Unless you get your men down here to help with this equipment I am going to get my boss and trust me you dont want that to happen.  Now if we work together on this equipment we wont have any issues.,3BWI6RSP7G9MZVJO2W0CCAGKWLZ7E7,9,,3,3,3,,,,,3,-0.5,3,,,
"As an American soldier, you should ash your higher ranked officer for help, not try to asking the Chinese commander at first. Your officer will then ask the Chinese commander for help.",3VNXK88KKCI7FPT3CJN6QAVCR6L9VM,9,,e,e,e,,,,,#N/A,-0.5,3,,,
"We need to find solutions for this important business connection. If you are not able to help me, I would like to speak to your direct supervisor so we can carry out this important deal.",3X4MXAO0BGOQYEPUWASO3XEK41LWRY,9,,2,3,2,,,,,2,0.1666666667,3,,,
"I will informed my commanding officer first, wait for his command. If my commanding officer said that I can go ahead and talk to higher rank, I will do so. I will talk first to my counterpart that I was given the permission to talk to higher rank, with out most respect to his rank.",3OWEPKL089CQT1W1VV3V2XATADW7NS,9,,e,e,e,,,,,#N/A,-0.5,3,,,
"You really don't want me going to a higher ranked officer and I'm trying to prevent having to do so, but you need to work with me right now. What can we do to both get what we need in this situation?",3LS2AMNW5FQIH41SS9CEHDRT5DMOQF,9,,1,2,2,,,,,2,0.3333333333,3,,,
Can we lend you any of our equipment so that you can proceed before your own supplies arrive?  You and I can work together to get this done.  We don't need to go through our superiors for so simple a decision.,3L6L49WXW0XPKP8CPX9254QXSQC45L,9,,1,2,1,,,,,1,0.3333333333,3,,,
"If you won't help, I'll need to talk to your commander.",3YJ6NA41JBGJGH9GCJ5K9CKX1NPJPZ,9,,3,3,3,,,,,3,-0.5,3,,,
If you don't agree we will have to go to your commander again.,3KJYX6QCM9BWL16CYVEJF49FNBRJVL,9,,3,3,3,,,,,3,-0.5,3,,,
Surely it would be better for us to resolve this issue with the supplies between ourselves.and not have to involve your commander.,3EKVH9QMEY4ALO8I0P8XA1HRLT82DP,9,,1,3,3,,,,,3,-0.3333333333,3,,,
I will request him that it is better to cooperate than to make me go to a higher ranked officer.,3PXX5PX6LXY6BU52Z8A6LTCPUWRAB0,9,,e,e,e,,,,,#N/A,-0.5,3,,,
Is your company in need of supplies?,3AUQQEL7U5TPJV5QCN4DXZUJO2K0VU,9,,2,2,3,,,,,2,0.1666666667,3,,,
"Thanks for thinking this through,  I do have a few more questions for you about the two aid stations. Could we talk about it more later this afternoon?",30BUDKLTXDV7CR55E3LFEQ2O5F45EQ,10,2,1,1,,,,,,1,0.3333333333,3,,,
I would just drop the issue because it's not a big deal,30OG32W0SUBB2GBBI3H1872AW02ENN,10,e,e,e,,,,,,#N/A,-0.5,3,,,
"Sir, things are progressing at a rapid pace. I have a few concerns about the plan I'd like to address before we get any further.",32ZKVD547FN6R96HQTVWYLYJOMWB32,10,,2,4,,,,,,#N/A,-0.3333333333,2,,,
Could we meet right now to discuss an issue? We should talk about the problems that may occur down the line and prevent them beforehand.,33F859I566DLLHDG5EKY2FZT7RGBHB,10,4,2,2,,,,,,2,0.1666666667,3,,,
Can we talk about these plans privately?,34PGFRQONOB90Q6HO5JF16STUKTWJ8,10,1,1,1,,,,,,1,1,3,,,
"SIr, I feel that we should discuss how today's processes will proceed before we begin to make sure all our resources are being pooled to be most beneficial to those in need. Can we briefly discuss this before we begin?",34YB12FSQYO34CM2CXSPVVYM4Q1MG6,10,4,2,2,,,,,,2,0.1666666667,3,,,
"I have a few questions about your plan, Captain. I am not in agreement with setting up two aid stations as I do not think it will be beneficial. I do not wish to speak about it now, we can discuss this in further detail later in my office.",35BLDD71I6XMLGBGGHH53YX5692ZVK,10,2,2,2,,,,,,2,1,3,,,
"Whatever, do as you wish.",36DSNE9QZ5Y1VHXFXJS5KCF7RITJOI,10,3,3,3,,,,,,3,-0.5,3,,,
Setting two aid stations will lead to more chaos and division of efforts. How do you intend to tackle it,36NEMU28XFDZ1YC2R2W7HYKAYESWMG,10,4,4,4,,,,,,4,-0.5,3,,,
"I have a problem with setting two aid stations, can i talk to you about it in private later?",37Q970SNZE89YS94EB380HTMUQ1S1P,10,2,2,2,,,,,,2,1,3,,,
"That's a pretty good plan, but could we discuss the aid stations a bit further?",37W3JXSD668ZVF1GA5KIBT7H7O1WY1,10,2,1,1,,,,,,1,0.3333333333,3,,,
I would like to discuss a few questions and concerns I have about the plan. I would be happy to speak with you in private later.,37W3JXSD668ZVF1GA5KIBT7H7OBYWD,10,2,2,2,,,,,,2,1,3,,,
"Commander, having to aid station will cause many problems. Let's get this cleared up now.",386CSBG1OZMSSYVOSDQK0D52KDW6QC,10,4,4,4,,,,,,4,-0.5,3,,,
"Pardon me, can you talk me through your reasoning behind having a second aid station?",38SKSKU7R1XXULAC29RDGUWDJY8LI0,10,4,4,4,,,,,,4,-0.5,3,,,
"The commander has proposed an alternative plan which is setting up two aid stations, why not try it first see where the problems come out, then fix it on the spot.",3AAJC4I4FGSDULBMZS3M0AMBBM2ZJ6,10,e,e,e,,,,,,#N/A,-0.5,3,,,
"Sir, during the brief I saw that we will be having two aid stations, is there anyway we could focus our efforts on one locations so we can maximize our effectiveness?",3C2NJ6JBKAHJ70ZVPJM066TLZXD2NA,10,4,4,4,,,,,,4,-0.5,3,,,
It is imperative that we discuss this further and must insist for just a few minutes of your time. This could save us costly time in the future.,3C6FJU71TQTM3BCBF55HT5MKM8QYU4,10,4,1,2,,,,,,#N/A,-0.1666666667,3,,,
We are running out of time. Please report back,3DL65MZB8DFSBCEKTD8NSW8YXWGCEV,10,e,1,e,,,,,,#N/A,-0.3333333333,3,,,
Ask to talk to him about it now.,3EJPLAJKEMG16QWFF99XR6H6PGM6ZB,10,e,e,e,,,,,,#N/A,-0.5,3,,,
I have a few concerns about your plan. Can we speak about it now?,3IFS6Q0HJIJKYY52MIOESGA8BSDIS8,10,4,2,2,,,,,,2,0.1666666667,3,,,
I will ask him to talk to me in private and I will tell him that there is some problem with your plan so kindly drop it.,3IUZPWIU1O74BACZ6QJR2LS6992WKG,10,e,e,e,,,,,,#N/A,-0.5,3,,,
Please meet me later to talk about this problem.,3JAOYWH7VI44JKH9YFL031XA08IL9E,10,2,1,2,,,,,,2,0.3333333333,3,,,
"Captain, lets make a plan. I need to be sure we can prperly take care of those in need, and two aid stations splits resources. Ar eyou good woith one comprehensive one, or do we need to talk further until you agree?",3JBT3HLQF829GWEKU586X68NKL8PZW,10,4,4,4,,,,,,4,-0.5,3,,,
"I do agree with your plan captain as the things are moving quick, but  I have some doubts related to the plan which i would like to discuss with you now rater than later as time is of essence.",3KOPY89HM82C9S4TEL8DW9HWWR03JA,10,4,4,2,,,,,,4,-0.3333333333,3,,,
Theres a few questions id like to ask yoiu about you plan. Id like to speak privately,3KV0LJBBH2LUT2VGS8M1UZCT6ZFMR5,10,1,1,2,,,,,,1,0.3333333333,3,,,
Let's meet in a bit to discuss the idea of setting up two aid stations?,3KXIR214I4GXLSPP7E747XNL8GB248,10,1,1,2,,,,,,1,0.3333333333,3,,,
