,data,labels
6439,Morning Commander I hope all is well with your company. it's good to see you in this fine morning.,101
6440,Morning Is everything alright? it's good to see you in this fine morning.,101
6441,Morning Captain Wang Is everything alright? it's good to see you in this fine morning.,101
6442,Morning Captain  Is everything alright? it's good to see you in this fine morning.,101
6443,Morning Commander Is everything alright? it's good to see you in this fine morning.,101
6444,Morning How was your travel to get here? it's good to see you in this fine morning.,101
6445,Morning Captain Wang How was your travel to get here? it's good to see you in this fine morning.,101
6446,Morning Captain  How was your travel to get here? it's good to see you in this fine morning.,101
6447,Morning Commander How was your travel to get here? it's good to see you in this fine morning.,101
6448,Morning Is everything going well for you so far? it's good to see you in this fine morning.,101
6449,Morning Captain Wang Is everything going well for you so far? it's good to see you in this fine morning.,101
6450,Morning Captain  Is everything going well for you so far? it's good to see you in this fine morning.,101
6451,Morning Commander Is everything going well for you so far? it's good to see you in this fine morning.,101
6452,Morning How are you fairing? it's good to see you in this fine morning.,101
6453,Morning Captain Wang How are you fairing? it's good to see you in this fine morning.,101
6454,Morning Captain  How are you fairing? it's good to see you in this fine morning.,101
6455,Morning Commander How are you fairing? it's good to see you in this fine morning.,101
6456,Morning hope you are doing good it's good to see you in this fine morning.,101
6457,Morning Captain Wang hope you are doing good it's good to see you in this fine morning.,101
6458,Morning Captain  hope you are doing good it's good to see you in this fine morning.,101
6459,Morning Commander hope you are doing good it's good to see you in this fine morning.,101
6460,"Morning How are you fairing this morning, it's good to see you in this fine morning.",101
6461,"Morning Captain Wang How are you fairing this morning, it's good to see you in this fine morning.",101
6462,"Morning Captain  How are you fairing this morning, it's good to see you in this fine morning.",101
6463,"Morning Commander How are you fairing this morning, it's good to see you in this fine morning.",101
6464,"Morning How are you fairing this morning, it's good to see you in this fine morning.",101
6465,"Morning Captain Wang How are you fairing this morning, it's good to see you in this fine morning.",101
6466,"Morning Captain  How are you fairing this morning, it's good to see you in this fine morning.",101
6467,"Morning Commander How are you fairing this morning, it's good to see you in this fine morning.",101
6468,Morning with do all respect sir let me introduce my self to you.,111
6469,Morning Captain Wang with do all respect sir let me introduce my self to you.,111
6470,Morning Captain  with do all respect sir let me introduce my self to you.,111
6471,Morning Commander with do all respect sir let me introduce my self to you.,111
6472,Morning How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
6473,Morning Captain Wang How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
6474,Morning Captain  How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
6475,Morning Commander How are you doing on this beautiful day? with do all respect sir let me introduce my self to you.,101
