id,turk_response_text,prompt_type,assignment,identifier,comment
1835,If you guys leave it will hurt the mission.,feedback,3IQ1VMJRYTKNN1Q51OWAUNHZ5XPA9Sc,17c,
1836,"I understand that you don't want your men to pass out supplies, but it will hurt the mission if you leave.",feedback,3IQ1VMJRYTKNN1Q51OWAUNHZ5XPA9Sd,17d,
1837,Please do not leave. It would be helpful to the mission if you stayed.,feedback,3KB8R4ZV1E77LLI5L82GHFNSRS6GBLa,17a,
1838,Your men can help us pass out supplies.,feedback,3KB8R4ZV1E77LLI5L82GHFNSRS6GBLb,17b,
1839,Leaving will make it harder for us to do our jobs.,feedback,3KB8R4ZV1E77LLI5L82GHFNSRS6GBLc,17c,
1840,I understand your concerns but I am in charge of this mission and your leaving will hurt the operation.,feedback,3KB8R4ZV1E77LLI5L82GHFNSRS6GBLd,17d,
1841,"No, please don't leave.  We can't carry out this mission successfully without you.",feedback,3LBXNTKX0RVZJEYYCYOOEVSX6IYX9Ja,17a,
1842,It would be really helpful if your men could pack the supplies and pass out the water.,feedback,3LBXNTKX0RVZJEYYCYOOEVSX6IYX9Jb,17b,
1843,This mission won't be successful if you leave.,feedback,3LBXNTKX0RVZJEYYCYOOEVSX6IYX9Jc,17c,
1844,"I know that this isn't how you want this situation handled, but the mission will be impaired if you leave.",feedback,3LBXNTKX0RVZJEYYCYOOEVSX6IYX9Jd,17d,
1845,"I understand why you want equal treatment here, and we greatly appreciate the help you're providing. Please don't leave, as this will hurt our mission.",feedback,3MTMREQS4VIYZX3DUZ6287PA3Y9AWHa,17a,
1846,"We can't have you leaving, as this is an important mission to help the refugees. What about having you and your team pack supplies and also pass out water? That way you're still involved with handing out some of the supplies.",feedback,3MTMREQS4VIYZX3DUZ6287PA3Y9AWHb,17b,
1847,Your team can't leave. It will hurt the mission and we won't be able to get these supplies out quickly enough.,feedback,3MTMREQS4VIYZX3DUZ6287PA3Y9AWHc,17c,
1848,"Listen, I get it. You want equal treatment. But I'm in charge here and although I can tell it bothers you, you and your team can't leave. It will negatively impact this mission.",feedback,3MTMREQS4VIYZX3DUZ6287PA3Y9AWHd,17d,
1849,We need you here to successfully complete the mission.,feedback,3OONKJ5DKCJVDYZ39RFOMOWUIEUOBDa,17a,
1850,Your team needs to pack supplies and hand out  water.,feedback,3OONKJ5DKCJVDYZ39RFOMOWUIEUOBDb,17b,
1851,The mission may fail without your team.,feedback,3OONKJ5DKCJVDYZ39RFOMOWUIEUOBDc,17c,
1852,I understand your concern but we must work together to make sure the mission succeeds.,feedback,3OONKJ5DKCJVDYZ39RFOMOWUIEUOBDd,17d,
1853,Please don't go.  It will really hurt the mission if you do.,feedback,3OS46CRSLFZKX6R5ECKU604A06I6VEa,17a,
1854,How about if your men pack supplies and pass out water?,feedback,3OS46CRSLFZKX6R5ECKU604A06I6VEb,17b,
1855,The mission will be hurt if you leave.,feedback,3OS46CRSLFZKX6R5ECKU604A06I6VEc,17c,
1856,"I do understand that this isn't what you want to do, but it will hurt the mission if you go.",feedback,3OS46CRSLFZKX6R5ECKU604A06I6VEd,17d,
1857,"Please, do not walk away. It will wreak havoc on the mission.",feedback,3OWEPKL089CQT1W1VV3V2XAT9EZ7NWa,17a,
1858,"Ok, if you insist, your men can pack supplies and hand out water and other essentials.",feedback,3OWEPKL089CQT1W1VV3V2XAT9EZ7NWb,17b,
1859,Your departure would severely impact the mission.,feedback,3OWEPKL089CQT1W1VV3V2XAT9EZ7NWc,17c,
1860,"I understand that you don't want to follow through, but it will be detrimental to the mission if you go.",feedback,3OWEPKL089CQT1W1VV3V2XAT9EZ7NWd,17d,
1861,"Please do not leave, it'll hurt the mission. ",feedback,3P4MQ7TPPXCBU4AU5MA2G4WVBFDBBYa,17a,
1862,Your men can pack supplies and pass out water in compromise. ,feedback,3P4MQ7TPPXCBU4AU5MA2G4WVBFDBBYb,17b,
1863,If you leave it would hurt the mission.,feedback,3P4MQ7TPPXCBU4AU5MA2G4WVBFDBBYc,17c,
1864,"I know this is not the most desirable job, but it is a necessity and it will hurt the mission if we do not have your support.",feedback,3P4MQ7TPPXCBU4AU5MA2G4WVBFDBBYd,17d,
1865,Hello sir. In the interest of mission success I strongly believe it's in both of our interests to see this through until completion.,feedback,3P59JYT76LKH2D4FMF8CF5ZDNG1T25a,17a,
1866,"As an act of goodwill, how about if you instruct your men to pack supplies and dispense water?",feedback,3P59JYT76LKH2D4FMF8CF5ZDNG1T25b,17b,
1867,"If you abandon your post I fear that the mission will fail for both of us. I need you and you need me, so let's try to work this out and cooperate?",feedback,3P59JYT76LKH2D4FMF8CF5ZDNG1T25c,17c,
1868,"I understand you and sympathize with your position, however we must try to put feelings aside and work it out for the benefit of the mission.",feedback,3P59JYT76LKH2D4FMF8CF5ZDNG1T25d,17d,
1869,Please remain a part of this process. Your absence will hinder advancement of our goals.,feedback,3PEIJLRY6TTAVAB659YGSF084JJWX8a,17a,
1870,"Instead, let's agree that your soldiers will help the cause by packing supplies and handing out water.",feedback,3PEIJLRY6TTAVAB659YGSF084JJWX8b,17b,
1871,"If you remove yourself from the process, it will negatively impact the mission.",feedback,3PEIJLRY6TTAVAB659YGSF084JJWX8c,17c,
1872,"I acknowledge and respect your reluctance to continue. However, the mission will suffer without your involvement.",feedback,3PEIJLRY6TTAVAB659YGSF084JJWX8d,17d,
1873,Our mission is to help. Lets try and make a comprise that makes both sides happy.,feedback,3R5F3LQFV2KRVW2JF5VR863X9HGZOUa,17a,
1874,I will allow your men to pack the supplies and pass water out if that is what you are concerned about.,feedback,3R5F3LQFV2KRVW2JF5VR863X9HGZOUb,17b,
1875,We must come to an understanding as our sole mission is to be here to help with you by our side.,feedback,3R5F3LQFV2KRVW2JF5VR863X9HGZOUc,17c,
1876,"I completely understand you are wanting to leave, but we come a long way on this mission to help your people.",feedback,3R5F3LQFV2KRVW2JF5VR863X9HGZOUd,17d,
1877,"Please allow us to distribute the supplies.  We have organized a way to do it, and having more than one group do it will make us less efficient.",feedback,3R6P78PK7KB7H7CMLUT1H9TEXZ6GTBa,17a,
1878,Would you be willing to take on the responsibility of packing up the supplies and distributing water?,feedback,3R6P78PK7KB7H7CMLUT1H9TEXZ6GTBb,17b,
1879,We don't want you to go.  We want you to help.  Please stay and work with us.,feedback,3R6P78PK7KB7H7CMLUT1H9TEXZ6GTBc,17c,
1880,I know you are here to help.  We all need to work together to keep the mission going.,feedback,3R6P78PK7KB7H7CMLUT1H9TEXZ6GTBd,17d,
1881,"We need to work together to complete this mission. Both of our teams are equally important in this, if your team retreats these refugees will not get the security, care and aid that they desperately need. ",feedback,3RRCEFRB7MCR95PLQ70F8QQP1NVB4Ra,17a,
1882,"We'll work together to hand out the supplies if you feel so strongly about it. We can divide up the camp and your men can hand out supplies on the right half, and my team will hand out supplies to the left half. ",feedback,3RRCEFRB7MCR95PLQ70F8QQP1NVB4Rb,17b,
1883,"These people need us, we were sent here to complete this task, and it can't be done if you leave. You need to stay for these people, and so we finish doing what we came here to do ",feedback,3RRCEFRB7MCR95PLQ70F8QQP1NVB4Rc,17c,
1884,I know that you don't want to leave these people. I know the Chinese military has come to help these refugees. If you leave now they won't receive the help they desperately need. They need both of our armies to help.,feedback,3RRCEFRB7MCR95PLQ70F8QQP1NVB4Rd,17d,
1885,"Please stay, we'd like your help and it would really hamper the mission if you go.",feedback,3RXPCZQMQPB68N0DJB9RB3AJ5GE1GMa,17a,
1886,It would really help if you can have your men pack the supplies and pass out water.,feedback,3RXPCZQMQPB68N0DJB9RB3AJ5GE1GMb,17b,
1887,"If you leave, we're going to have a hard time getting supplies to these people.",feedback,3RXPCZQMQPB68N0DJB9RB3AJ5GE1GMc,17c,
1888,"I know you would rather not be here, but your team is really helping and we'll have a hard time if you go.",feedback,3RXPCZQMQPB68N0DJB9RB3AJ5GE1GMd,17d,
1889,I hope that you will not leave.  That would be detrimental to the mission.,feedback,3SUWZRL0MYD3VV5JJMVK6WGO0BDE6Ea,17a,
1890,How about if your men pack supplies and handle passing out water?,feedback,3SUWZRL0MYD3VV5JJMVK6WGO0BDE6Eb,17b,
1891,It will seriously hurt the mission if you were to leave.,feedback,3SUWZRL0MYD3VV5JJMVK6WGO0BDE6Ec,17c,
1892,"I understand that you don't want to do this, but it will be extremely detrimental to the mission if you and your troops leave.",feedback,3SUWZRL0MYD3VV5JJMVK6WGO0BDE6Ed,17d,
1893,"Please, sir. Don't leave. Not only will it hurt the mission, it makes us vulnerable to the enemy. We're supposed to be allies.",feedback,3TS1AR6UQQEE59JKX7KIUS1K7NFF7Za,17a,
1894,"How about this, my team can take care of the first aid and treating patients and your team can focus on packing the supplies we need and passing out water to the patients?",feedback,3TS1AR6UQQEE59JKX7KIUS1K7NFF7Zb,17b,
1895,You probably shouldn't leave because it could negatively impact this mission.,feedback,3TS1AR6UQQEE59JKX7KIUS1K7NFF7Zc,17c,
1896,"I have been where you are and I understand your frustrations, but if you leave us now the mission is going to be in jeopardy.",feedback,3TS1AR6UQQEE59JKX7KIUS1K7NFF7Zd,17d,
1897,"Please do not go. You being here is vital to the mission and if you leave, we all fail.",feedback,3VFJCI1K4ZZU1SZUH5O6HUSW9E6RG6a,17a,
1898,"Your men are necessary for the success of this mission. If you feel it is okay with your team, the American soldiers do need help packing supplies and handing out water. They would love it if the Chinese Army would help.",feedback,3VFJCI1K4ZZU1SZUH5O6HUSW9E6RG6b,17b,
1899,"The point of this mission is to succeed. We are united in this front and if the Chinese Army leaves, it would cause failure.",feedback,3VFJCI1K4ZZU1SZUH5O6HUSW9E6RG6c,17c,
1900,"I understand how handing out supplies is a necessary task for the Chinese Army, but the best teams play to their strengths and everyone has a purpose on this mission. Please do not let tasks come between the overall goal of success.",feedback,3VFJCI1K4ZZU1SZUH5O6HUSW9E6RG6d,17d,
1901,I would really appreciate it if you wouldn't leave-it may cause our men injuries.,feedback,3WS1NTTKEYC0NYJ0C8Z9FDRXZ980FJa,17a,
1902,"What about if we compromise, and your men pack and pass out important supplies like water?",feedback,3WS1NTTKEYC0NYJ0C8Z9FDRXZ980FJb,17b,
1903,"I really wish you wouldn't leave, this could hurt our entire mission.",feedback,3WS1NTTKEYC0NYJ0C8Z9FDRXZ980FJc,17c,
1904,I completely understand why you feel that way. I just have to ask if you'd please stay because otherwise our entire mission may be compromised.,feedback,3WS1NTTKEYC0NYJ0C8Z9FDRXZ980FJd,17d,
1905,"Please do not leave sir. If you do, that will hurt the mission. ",feedback,3X0H8UUIT1O2ZTP7BZSTT7JGP4FSWUa,17a,
1906,It is very important that your soldiers assist with packing the supply bags and passing out water. ,feedback,3X0H8UUIT1O2ZTP7BZSTT7JGP4FSWUb,17b,
1907,Your leaving would hurt the mission. ,feedback,3X0H8UUIT1O2ZTP7BZSTT7JGP4FSWUc,17c,
1908,"I understand your feelings about this, as well as your desires and concerns, but you and your soldiers leaving would hurt the mission.",feedback,3X0H8UUIT1O2ZTP7BZSTT7JGP4FSWUd,17d,
1909,Please don't leave; that will only impair the mission.,feedback,3X87C8JFV6BXFWTLZQTN1I1U13YSQQa,17a,
1910,How about if your men are able to pack the supplies and distribute water?,feedback,3X87C8JFV6BXFWTLZQTN1I1U13YSQQb,17b,
1911,The mission will suffer if you leave.,feedback,3X87C8JFV6BXFWTLZQTN1I1U13YSQQc,17c,
1912,"Look, I get that you don't want to do this, but you leaving will only damage the mission.",feedback,3X87C8JFV6BXFWTLZQTN1I1U13YSQQd,17d,
1913,"Please do not take off, it will affect the mission.",feedback,3XM0HYN6NKZB51NOYIUTCW75VG4PEWa,17a,
1914,You can help by passing out supplies and hand out some water.,feedback,3XM0HYN6NKZB51NOYIUTCW75VG4PEWb,17b,
1915,Taking off now will hurt the mission. ,feedback,3XM0HYN6NKZB51NOYIUTCW75VG4PEWc,17c,
1916,"I know you don't like to help, but if you leave you'll hurt the mission.",feedback,3XM0HYN6NKZB51NOYIUTCW75VG4PEWd,17d,
1917,"Sir, your team is essential to the success of the mission. Let's work out a compromise.",feedback,3Y4W8Q93LZKJIF6KOZS8C6E2HS3DVBa,17a,
1918,"Please have your team pack supplies and pass out water, we will handle the distribution of the supplies.",feedback,3Y4W8Q93LZKJIF6KOZS8C6E2HS3DVBb,17b,
1919,"Commander, if you leave we cannot be successful. ",feedback,3Y4W8Q93LZKJIF6KOZS8C6E2HS3DVBc,17c,
1920,"I understand your concerns, but the efforts of you and your team are critical to the mission.",feedback,3Y4W8Q93LZKJIF6KOZS8C6E2HS3DVBd,17d,
1921,"Commander, I understand your frustration. In order for us to help these refugees it is essential that we work together. I appreciate your help here.",feedback,3ZOTGHDK5IBUUKG5KD1JCD6UM2GSOIa,17a,
1922,I believe that the best option is to have your men pack supplies and have another team pass out water to refugees. ,feedback,3ZOTGHDK5IBUUKG5KD1JCD6UM2GSOIb,17b,
1923,Leaving the mission would put a massive dent in what we are trying to do here.,feedback,3ZOTGHDK5IBUUKG5KD1JCD6UM2GSOIc,17c,
1924,"Commander, your choices are highly respected and I acknowledge that. However, this would hurt the mission.",feedback,3ZOTGHDK5IBUUKG5KD1JCD6UM2GSOId,17d,
1925,"Can you not do and leave, leaving would hurt the people we are helping for this mission.",rewrite,30BXRYBRP4XD9KBR05GUPTCEGTVWHAa,17a,
1926,"So lets do this, how about you have your team pack the supplies and as people are about to leave the aid station you can also pass out some water to the people.",rewrite,30BXRYBRP4XD9KBR05GUPTCEGTVWHAb,17b,
1927,"Please don't leave , that would be very bad for the objective we have.",rewrite,30BXRYBRP4XD9KBR05GUPTCEGTVWHAc,17c,
1928,I know that you do not like to do it this way but like this your team is helping with the mission.,rewrite,30BXRYBRP4XD9KBR05GUPTCEGTVWHAd,17d,
1929,We insist that you say because we do not want to harm what we set out to do.,rewrite,31QTRG6Q2TD9B64FYJ6NJZZLDS6PY8a,17a,
1930,What you could do is pack up your bags and hand these water bottles to those who leave the aid station.,rewrite,31QTRG6Q2TD9B64FYJ6NJZZLDS6PY8b,17b,
1931,They should stay or our goals will suffer.,rewrite,31QTRG6Q2TD9B64FYJ6NJZZLDS6PY8c,17c,
1932,"I know the inconvenience, but your presence helps us in our task.",rewrite,31QTRG6Q2TD9B64FYJ6NJZZLDS6PY8d,17d,
1933,"Stay; if you leave, the mission will be compromised.",rewrite,33NF62TLXJ2I5QC0ZR0CDVYY6EQJK6a,17a,
1934,Let's pack bags and distribute water at the aid station.,rewrite,33NF62TLXJ2I5QC0ZR0CDVYY6EQJK6b,17b,
1935,Please stay; without you the mission may fail.,rewrite,33NF62TLXJ2I5QC0ZR0CDVYY6EQJK6c,17c,
1936,"While this is not what you'd like, it will help our mission overall.",rewrite,33NF62TLXJ2I5QC0ZR0CDVYY6EQJK6d,17d,
1937,We really need you to stay for the mission.,rewrite,33OOO72IVHLU0VWHJ8XIRI8ZZ79CTSa,17a,
1938,Give water to those leaving the station and pack up the supply bags.,rewrite,33OOO72IVHLU0VWHJ8XIRI8ZZ79CTSb,17b,
1939,"I wouldn't advise you to leave, it could jeopardize the mission.",rewrite,33OOO72IVHLU0VWHJ8XIRI8ZZ79CTSc,17c,
1940,"Think of the others, do this mission for them.",rewrite,33OOO72IVHLU0VWHJ8XIRI8ZZ79CTSd,17d,
1941,"You really need to stay, we need you for the mission.",rewrite,354P56DE9K3N9EO63RKH1RKZWD47S5a,17a,
1942,I have a suggestion for you. Fill up the supplies bag and as people are leaving pass some water to them.,rewrite,354P56DE9K3N9EO63RKH1RKZWD47S5b,17b,
1943,"I strongly suggest you stay, the mission needs you.",rewrite,354P56DE9K3N9EO63RKH1RKZWD47S5c,17c,
1944,"I know this is not what your aim is, but it is the best thing for the mission",rewrite,354P56DE9K3N9EO63RKH1RKZWD47S5d,17d,
1945,"I apologise you don't have to leave,it would put the mission at risk.",rewrite,35L9RVQFCOI0HGMM551T75RHVDLHUXa,17a,
1946,"I have a idea. Would you mind packing the supply bags , and handing out some water . It would be helpful to the people passing the aid station.",rewrite,35L9RVQFCOI0HGMM551T75RHVDLHUXb,17b,
1947,"I strongly suggest you not leave, because it would seriously ruin the mission.",rewrite,35L9RVQFCOI0HGMM551T75RHVDLHUXc,17c,
1948,"You may not want to do this , but it eventually end up helping us on this mission.",rewrite,35L9RVQFCOI0HGMM551T75RHVDLHUXd,17d,
1949,Please do not go. That would not be good for the mission.,rewrite,3634BBTX0OUBUT0GGYOFLHRTL3LIFSa,17a,
1950,Let's do this. You can put items in the supply bags and hand out some water as people exit the aid station.,rewrite,3634BBTX0OUBUT0GGYOFLHRTL3LIFSb,17b,
1951,Departing would be harmful to the mission.,rewrite,3634BBTX0OUBUT0GGYOFLHRTL3LIFSc,17c,
1952,"I know you do not want to do this, but the mission will benefit from this.",rewrite,3634BBTX0OUBUT0GGYOFLHRTL3LIFSd,17d,
